group,names,scores,logfoldchanges,pvals,pvals_adj
14,aqp3.L,15.119875,3.056685,1.197697962777536e-51,1.82203284267657e-49
14,rpa2.L,15.1027975,1.5923615,1.5520699006327006e-51,2.3474832959511703e-49
14,Xelaev18034589m.g,15.00281,1.7093898,7.037628403801043e-51,1.0462874137151029e-48
14,rrm2.2.L,14.99463,1.676701,7.960549926487916e-51,1.1768121433699593e-48
14,ak2.L,14.948666,1.4146521,1.5890222734938673e-50,2.3228132295106442e-48
14,prdx3.L,14.909438,1.2772315,2.8615132005355124e-50,4.159686355845123e-48
15,c2orf40.L,33.668045,6.122526,1.6975856793238973e-248,4.44190268851891e-244
15,lum.L,32.98513,6.6877217,1.3272199671888267e-238,1.7364018830731421e-234
15,s100a11.L,32.670788,4.597858,4.0614067197556165e-234,3.542358940970849e-230
15,apoe.L,32.64145,5.676342,1.0596378242141526e-233,6.931620827096879e-230
15,lum.S,32.428165,6.1959414,1.1005291405889252e-230,5.759289098529963e-227
15,cfl1.L,32.40723,2.6830955,2.170954956262196e-230,9.467534564259438e-227
15,col17a1.L,32.19233,5.525032,2.259760909775539e-227,8.446986280740965e-224
15,fgfbp2.L,32.179577,5.4531565,3.4078836878555007e-227,1.1146335572053378e-223
15,col1a1.L,32.166763,6.571294,5.149050738837898e-227,1.4970006848048049e-223
15,kera.L,32.15713,5.4095364,7.020682593476648e-227,1.8370318074090998e-223
15,col1a2.L,32.035778,3.9718711,3.4643320238081303e-225,8.240701066814868e-222
15,mdk.S,32.02814,4.9291677,4.4255425572149205e-225,9.649895546007134e-222
15,col1a1.S,31.996883,6.489279,1.2048588155476048e-224,2.425102751355279e-221
15,apoe.S,31.166262,5.548263,3.054263775203625e-213,5.708418995855575e-210
15,pfn1.L,31.012045,3.6725452,3.7089783663691666e-211,6.469941862294374e-208
15,lgals4.L,30.710531,4.688905,4.117636518749517e-207,6.733879821849993e-204
15,col11a1.like.L,30.646727,4.7004457,2.921844755609856e-206,4.497234698546323e-203
