group,names,scores,logfoldchanges,pvals,pvals_adj
17,lgals3.L,25.701143,3.7922788,1.1350129287281943e-145,8.249652303639426e-143
17,Xelaev18026753m.g,25.682749,4.4707174,1.8219952051796207e-145,1.2884953118575663e-142
17,Xelaev18037442m.g,25.568533,4.0828137,3.416648007280528e-144,2.3526318883816394e-141
17,capns2.L,25.334766,2.7816312,1.3228497376752003e-141,8.875304163079306e-139
17,upk1a.L,25.120539,4.6970725,2.967019259139566e-139,1.940875648366147e-136
17,tst.L,25.119009,3.3953476,3.0834462246818518e-139,1.967840339390862e-136
17,krt12.L,25.075071,4.8612638,9.30424064089242e-139,5.796541919275978e-136
17,slc25a5.L,25.013206,1.8840964,4.391724389792627e-138,2.6724153577514853e-135
17,loc100487362.1,24.984589,4.608272,8.991215016311987e-138,5.3469120935640786e-135
17,glrx.S,24.8163,2.789814,5.9793390973361796e-136,3.476786373797744e-133
17,ifitm3.L,24.70462,3.2256365,9.539436522605226e-135,5.42628034892366e-132
17,g6pc.like.1.L,24.682287,4.233202,1.6573605289537975e-134,9.226913957575545e-132
17,krt12.S,24.626198,4.437991,6.621608894848353e-134,3.6096045488042083e-131
17,id3.L,24.580761,3.5172808,2.0289570317332917e-133,1.0834630549455778e-130
17,krt5.7.S,24.473278,4.3702393,2.844888913969011e-132,1.4887872664582626e-129
17,Xelaev18043641m.g,23.940042,3.9933968,1.1733237286493901e-126,6.019840918399989e-124
17,msx2.L,23.927374,3.7724555,1.5897114357889346e-126,7.99930565939486e-124
17,upk1b.S,23.766811,4.2807264,7.364100548252535e-125,3.63564254614294e-122
17,Xelaev18014036m.g,23.468084,4.038112,8.642018289321765e-122,4.1875379733035794e-119
17,ftmt.S,23.433105,1.5497552,1.9656400285293948e-121,9.351443088454571e-119
17,bambi.L,23.276297,3.80925,7.707162876429485e-120,3.601171854011677e-117
17,hpgds.L,23.270243,2.7917764,8.87581228054774e-120,4.0744649847861786e-117
17,loc100496311.like.L,23.107428,4.1472073,3.89861739642836e-118,1.7588141861197323e-115
17,degs3.L,23.065464,4.4628105,1.0290492608718947e-117,4.5637462644023725e-115
17,ppl.L,22.974346,3.3350015,8.415888725134184e-117,3.6701690730310175e-114
17,loc100485583.L,22.767788,2.971579,9.565276673701946e-115,4.1030332695751658e-112
17,loc100497729.S,22.71345,4.661282,3.298988056399174e-114,1.3922793787700129e-111
17,rnf213.L,22.659597,4.178482,1.1219952165439071e-113,4.6600201327123614e-111
17,nfe2l2.L,22.61935,2.8308003,2.7956584246282196e-113,1.1429874740440937e-110
17,cldn7.L,22.614676,3.273494,3.1081114234945825e-113,1.25118220780245e-110
17,capn9.S,22.51911,3.8988256,2.6973186325630253e-112,1.0693642324188502e-109
17,sytl1.S,22.424274,4.319066,2.2818870632080993e-111,8.911620432224348e-109
17,Xelaev18040492m.g,22.310143,4.650107,2.945516132557788e-110,1.1334172812427511e-107
17,cldn7.S,22.202467,3.4120052,3.251028766917744e-109,1.2328466480459376e-106
17,Xelaev18032450m.g,22.055382,4.8396688,8.481398297783713e-108,3.1703466837115523e-105
17,cd9.S,22.033634,2.8242133,1.3711737571616733e-107,5.0532581028017384e-105
17,loc100135223.L,21.962597,3.1614287,6.56385351783088e-107,2.3854137659383722e-104
17,loc100494547.L,21.782755,3.8336132,3.381202826403872e-105,1.2119527829545714e-102
17,MGC84172.L,21.722555,3.3199248,1.2559769771273668e-104,4.441066700474956e-102
17,epgn.L,21.647135,3.8926747,6.467860673662886e-104,2.2565072318275077e-101
17,loc101735282.L,21.638227,4.2288537,7.846247889741905e-104,2.7013805563550882e-101
17,fuca1.L,21.55716,4.0428867,4.536054056146855e-103,1.5414336419888133e-100
17,npc2.S,21.481476,2.2749534,2.320193683869453e-102,7.783357427195911e-100
17,mgst1.L,21.428846,2.8615649,7.194143618729438e-102,2.3828096446541073e-99
17,loc101731311.L,21.378475,3.9984837,2.1194101960241552e-101,6.9320608986460055e-99
17,itln1.L,21.371563,4.0120187,2.457692908818732e-101,7.9392583521174e-99
17,Xelaev18022166m.g,21.367216,2.1219382,2.697450443930406e-101,8.607498575107684e-99
17,spint2.S,21.340965,2.633373,4.730753852060097e-101,1.4913844011205363e-98
17,cd63.S,21.282545,2.6169887,1.6475049260123738e-100,5.1319778445285446e-98
